<<<<<LOSINGSTREAK>>>>>,0
SE Corner,WanderSEAction,12
SE Corner,AttackSEAction,0
SE Corner,TarSEAction,0
SE Corner,WanderSWAction,19851
SE Corner,AttackSWAction,0
SE Corner,TarSWAction,0
<<<<<END>>>>>,15
Middle,WanderNEAction,0
Middle,AttackNEAction,0
Middle,TarNEAction,0
Middle,WanderNWAction,0
Middle,AttackNWAction,0
Middle,TarNWAction,0
Middle,WanderSEAction,0
Middle,AttackSEAction,0
Middle,TarSEAction,0
Middle,WanderSWAction,0
Middle,AttackSWAction,0
Middle,TarSWAction,0
NW Corner,WanderNEAction,0
NW Corner,AttackNEAction,0
NW Corner,TarNEAction,0
NW Corner,WanderNWAction,0
NW Corner,AttackNWAction,0
NW Corner,TarNWAction,0
NW Corner,WanderSEAction,0
NW Corner,AttackSEAction,189448
NW Corner,TarSEAction,0
NW Corner,WanderSWAction,0
NW Corner,AttackSWAction,0
NW Corner,TarSWAction,0
NE Corner,WanderNEAction,13
NE Corner,AttackNEAction,0
NE Corner,TarNEAction,0
NE Corner,WanderNWAction,0
NE Corner,AttackNWAction,27502
NE Corner,TarNWAction,0
NE Corner,WanderSEAction,0
NE Corner,AttackSEAction,424700
NE Corner,TarSEAction,0
NE Corner,WanderSWAction,0
NE Corner,AttackSWAction,0
NE Corner,TarSWAction,0
SW Corner,WanderNEAction,0
SW Corner,AttackNEAction,0
SW Corner,TarNEAction,0
SW Corner,WanderNWAction,0
SW Corner,AttackNWAction,0
SW Corner,TarNWAction,0
SW Corner,WanderSEAction,0
SW Corner,AttackSEAction,0
SW Corner,TarSEAction,0
SW Corner,WanderSWAction,0
SW Corner,AttackSWAction,0
SW Corner,TarSWAction,0
SE Corner,WanderNEAction,0
SE Corner,AttackNEAction,185122
SE Corner,TarNEAction,0
SE Corner,WanderNWAction,19852
SE Corner,AttackNWAction,0
SE Corner,TarNWAction,0
SE Corner,WanderSEAction,12
SE Corner,AttackSEAction,0
SE Corner,TarSEAction,0
SE Corner,WanderSWAction,19851
SE Corner,AttackSWAction,0
SE Corner,TarSWAction,0
<<<<<END>>>>>,15
Middle,WanderNEAction,0
Middle,AttackNEAction,0
Middle,TarNEAction,0
Middle,WanderNWAction,0
Middle,AttackNWAction,0
Middle,TarNWAction,0
Middle,WanderSEAction,0
Middle,AttackSEAction,0
Middle,TarSEAction,0
Middle,WanderSWAction,0
Middle,AttackSWAction,0
Middle,TarSWAction,0
NW Corner,WanderNEAction,37891
NW Corner,AttackNEAction,194137
NW Corner,TarNEAction,0
NW Corner,WanderNWAction,0
NW Corner,AttackNWAction,0
NW Corner,TarNWAction,0
NW Corner,WanderSEAction,37891
NW Corner,AttackSEAction,189448
NW Corner,TarSEAction,0
NW Corner,WanderSWAction,37904
NW Corner,AttackSWAction,0
NW Corner,TarSWAction,0
NE Corner,WanderNEAction,13
NE Corner,AttackNEAction,0
NE Corner,TarNEAction,0
NE Corner,WanderNWAction,0
NE Corner,AttackNWAction,27502
NE Corner,TarNWAction,0
NE Corner,WanderSEAction,0
NE Corner,AttackSEAction,424700
NE Corner,TarSEAction,0
NE Corner,WanderSWAction,0
NE Corner,AttackSWAction,0
NE Corner,TarSWAction,0
SW Corner,WanderNEAction,0
SW Corner,AttackNEAction,0
SW Corner,TarNEAction,0
SW Corner,WanderNWAction,0
SW Corner,AttackNWAction,0
SW Corner,TarNWAction,0
SW Corner,WanderSEAction,0
SW Corner,AttackSEAction,0
SW Corner,TarSEAction,0
SW Corner,WanderSWAction,0
SW Corner,AttackSWAction,0
SW Corner,TarSWAction,0
SE Corner,WanderNEAction,0
SE Corner,AttackNEAction,185122
SE Corner,TarNEAction,0
SE Corner,WanderNWAction,19852
SE Corner,AttackNWAction,0
SE Corner,TarNWAction,0
SE Corner,WanderSEAction,12
SE Corner,AttackSEAction,246356
SE Corner,TarSEAction,0
SE Corner,WanderSWAction,19851
SE Corner,AttackSWAction,0
SE Corner,TarSWAction,0
<<<<<END>>>>>,15
Middle,WanderNEAction,0
Middle,AttackNEAction,0
Middle,TarNEAction,0
Middle,WanderNWAction,0
Middle,AttackNWAction,0
Middle,TarNWAction,0
Middle,WanderSEAction,0
Middle,AttackSEAction,0
Middle,TarSEAction,0
Middle,WanderSWAction,0
Middle,AttackSWAction,0
Middle,TarSWAction,0
NW Corner,WanderNEAction,37891
NW Corner,AttackNEAction,194137
NW Corner,TarNEAction,0
NW Corner,WanderNWAction,0
NW Corner,AttackNWAction,0
NW Corner,TarNWAction,0
NW Corner,WanderSEAction,37891
NW Corner,AttackSEAction,189448
NW Corner,TarSEAction,0
NW Corner,WanderSWAction,37904
NW Corner,AttackSWAction,0
NW Corner,TarSWAction,0
NE Corner,WanderNEAction,13
NE Corner,AttackNEAction,0
NE Corner,TarNEAction,0
NE Corner,WanderNWAction,0
NE Corner,AttackNWAction,27502
NE Corner,TarNWAction,0
NE Corner,WanderSEAction,0
NE Corner,AttackSEAction,424700
NE Corner,TarSEAction,0
NE Corner,WanderSWAction,0
NE Corner,AttackSWAction,0
NE Corner,TarSWAction,0
SW Corner,WanderNEAction,0
SW Corner,AttackNEAction,0
SW Corner,TarNEAction,0
SW Corner,WanderNWAction,0
SW Corner,AttackNWAction,0
SW Corner,TarNWAction,0
SW Corner,WanderSEAction,0
SW Corner,AttackSEAction,0
SW Corner,TarSEAction,0
SW Corner,WanderSWAction,0
SW Corner,AttackSWAction,0
SW Corner,TarSWAction,0
SE Corner,WanderNEAction,0
SE Corner,AttackNEAction,311405
SE Corner,TarNEAction,0
SE Corner,WanderNWAction,19852
SE Corner,AttackNWAction,0
SE Corner,TarNWAction,0
SE Corner,WanderSEAction,12
SE Corner,AttackSEAction,246356
SE Corner,TarSEAction,0
SE Corner,WanderSWAction,19851
SE Corner,AttackSWAction,271681
SE Corner,TarSWAction,0
<<<<<END>>>>>,15
Middle,WanderNEAction,0
Middle,AttackNEAction,0
Middle,TarNEAction,0
Middle,WanderNWAction,0
Middle,AttackNWAction,0
Middle,TarNWAction,0
Middle,WanderSEAction,0
Middle,AttackSEAction,0
Middle,TarSEAction,0
Middle,WanderSWAction,0
Middle,AttackSWAction,0
Middle,TarSWAction,0
NW Corner,WanderNEAction,37891
NW Corner,AttackNEAction,194137
NW Corner,TarNEAction,0
NW Corner,WanderNWAction,0
NW Corner,AttackNWAction,0
NW Corner,TarNWAction,0
NW Corner,WanderSEAction,37891
NW Corner,AttackSEAction,189448
NW Corner,TarSEAction,0
NW Corner,WanderSWAction,37904
NW Corner,AttackSWAction,0
NW Corner,TarSWAction,0
NE Corner,WanderNEAction,13
NE Corner,AttackNEAction,187590
NE Corner,TarNEAction,0
NE Corner,WanderNWAction,0
NE Corner,AttackNWAction,524940
NE Corner,TarNWAction,0
NE Corner,WanderSEAction,0
NE Corner,AttackSEAction,187464
NE Corner,TarSEAction,0
NE Corner,WanderSWAction,0
NE Corner,AttackSWAction,0
NE Corner,TarSWAction,0
SW Corner,WanderNEAction,0
SW Corner,AttackNEAction,0
SW Corner,TarNEAction,0
SW Corner,WanderNWAction,0
SW Corner,AttackNWAction,0
SW Corner,TarNWAction,0
SW Corner,WanderSEAction,0
SW Corner,AttackSEAction,0
SW Corner,TarSEAction,0
SW Corner,WanderSWAction,0
SW Corner,AttackSWAction,0
SW Corner,TarSWAction,0
SE Corner,WanderNEAction,0
SE Corner,AttackNEAction,358764
SE Corner,TarNEAction,0
SE Corner,WanderNWAction,19852
SE Corner,AttackNWAction,232906
SE Corner,TarNWAction,0
SE Corner,WanderSEAction,12
SE Corner,AttackSEAction,246356
SE Corner,TarSEAction,0
SE Corner,WanderSWAction,19851
SE Corner,AttackSWAction,172963
SE Corner,TarSWAction,0
<<<<<END>>>>>,15
Middle,WanderNEAction,0
Middle,AttackNEAction,0
Middle,TarNEAction,0
Middle,WanderNWAction,0
Middle,AttackNWAction,0
Middle,TarNWAction,0
Middle,WanderSEAction,0
Middle,AttackSEAction,0
Middle,TarSEAction,0
Middle,WanderSWAction,0
Middle,AttackSWAction,0
Middle,TarSWAction,0
NW Corner,WanderNEAction,38839
NW Corner,AttackNEAction,194137
NW Corner,TarNEAction,0
NW Corner,WanderNWAction,0
NW Corner,AttackNWAction,0
NW Corner,TarNWAction,0
NW Corner,WanderSEAction,38839
NW Corner,AttackSEAction,189448
NW Corner,TarSEAction,0
NW Corner,WanderSWAction,37904
NW Corner,AttackSWAction,0
NW Corner,TarSWAction,0
NE Corner,WanderNEAction,13
NE Corner,AttackNEAction,187590
NE Corner,TarNEAction,0
NE Corner,WanderNWAction,0
NE Corner,AttackNWAction,524940
NE Corner,TarNWAction,0
NE Corner,WanderSEAction,0
NE Corner,AttackSEAction,254676
NE Corner,TarSEAction,0
NE Corner,WanderSWAction,0
NE Corner,AttackSWAction,0
NE Corner,TarSWAction,0
SW Corner,WanderNEAction,0
SW Corner,AttackNEAction,0
SW Corner,TarNEAction,0
SW Corner,WanderNWAction,0
SW Corner,AttackNWAction,0
SW Corner,TarNWAction,0
SW Corner,WanderSEAction,0
SW Corner,AttackSEAction,0
SW Corner,TarSEAction,0
SW Corner,WanderSWAction,0
SW Corner,AttackSWAction,0
SW Corner,TarSWAction,0
SE Corner,WanderNEAction,0
SE Corner,AttackNEAction,358764
SE Corner,TarNEAction,0
SE Corner,WanderNWAction,19852
SE Corner,AttackNWAction,232906
SE Corner,TarNWAction,0
SE Corner,WanderSEAction,12
SE Corner,AttackSEAction,246356
SE Corner,TarSEAction,0
SE Corner,WanderSWAction,19851
SE Corner,AttackSWAction,172963
SE Corner,TarSWAction,0
<<<<<END>>>>>,15
Middle,WanderNEAction,0
Middle,AttackNEAction,0
Middle,TarNEAction,0
Middle,WanderNWAction,0
Middle,AttackNWAction,0
Middle,TarNWAction,0
Middle,WanderSEAction,0
Middle,AttackSEAction,0
Middle,TarSEAction,0
Middle,WanderSWAction,0
Middle,AttackSWAction,0
Middle,TarSWAction,0
NW Corner,WanderNEAction,38839
NW Corner,AttackNEAction,194137
NW Corner,TarNEAction,0
NW Corner,WanderNWAction,0
NW Corner,AttackNWAction,0
NW Corner,TarNWAction,0
NW Corner,WanderSEAction,38839
NW Corner,AttackSEAction,503249
NW Corner,TarSEAction,0
NW Corner,WanderSWAction,37904
NW Corner,AttackSWAction,0
NW Corner,TarSWAction,0
NE Corner,WanderNEAction,13
NE Corner,AttackNEAction,187590
NE Corner,TarNEAction,0
NE Corner,WanderNWAction,0
NE Corner,AttackNWAction,524940
NE Corner,TarNWAction,0
NE Corner,WanderSEAction,0
NE Corner,AttackSEAction,254676
NE Corner,TarSEAction,0
NE Corner,WanderSWAction,0
NE Corner,AttackSWAction,0
NE Corner,TarSWAction,0
SW Corner,WanderNEAction,0
SW Corner,AttackNEAction,0
SW Corner,TarNEAction,0
SW Corner,WanderNWAction,0
SW Corner,AttackNWAction,0
SW Corner,TarNWAction,0
SW Corner,WanderSEAction,0
SW Corner,AttackSEAction,0
SW Corner,TarSEAction,0
SW Corner,WanderSWAction,0
SW Corner,AttackSWAction,0
SW Corner,TarSWAction,0
SE Corner,WanderNEAction,0
SE Corner,AttackNEAction,358764
SE Corner,TarNEAction,0
SE Corner,WanderNWAction,19852
SE Corner,AttackNWAction,232906
SE Corner,TarNWAction,0
SE Corner,WanderSEAction,12
SE Corner,AttackSEAction,221914
SE Corner,TarSEAction,0
SE Corner,WanderSWAction,71761
SE Corner,AttackSWAction,172963
SE Corner,TarSWAction,0
<<<<<END>>>>>,15
Middle,WanderNEAction,0
Middle,AttackNEAction,0
Middle,TarNEAction,0
Middle,WanderNWAction,0
Middle,AttackNWAction,0
Middle,TarNWAction,0
Middle,WanderSEAction,0
Middle,AttackSEAction,0
Middle,TarSEAction,0
Middle,WanderSWAction,0
Middle,AttackSWAction,0
Middle,TarSWAction,0
NW Corner,WanderNEAction,38839
NW Corner,AttackNEAction,194137
NW Corner,TarNEAction,0
NW Corner,WanderNWAction,0
NW Corner,AttackNWAction,0
NW Corner,TarNWAction,0
NW Corner,WanderSEAction,38839
NW Corner,AttackSEAction,503249
NW Corner,TarSEAction,0
NW Corner,WanderSWAction,37904
NW Corner,AttackSWAction,0
NW Corner,TarSWAction,0
NE Corner,WanderNEAction,104998
NE Corner,AttackNEAction,187590
NE Corner,TarNEAction,0
NE Corner,WanderNWAction,0
NE Corner,AttackNWAction,524940
NE Corner,TarNWAction,0
NE Corner,WanderSEAction,104998
NE Corner,AttackSEAction,254676
NE Corner,TarSEAction,0
NE Corner,WanderSWAction,0
NE Corner,AttackSWAction,120016
NE Corner,TarSWAction,0
SW Corner,WanderNEAction,16
SW Corner,AttackNEAction,0
SW Corner,TarNEAction,0
SW Corner,WanderNWAction,0
SW Corner,AttackNWAction,42795
SW Corner,TarNWAction,0
SW Corner,WanderSEAction,12
SW Corner,AttackSEAction,0
SW Corner,TarSEAction,0
SW Corner,WanderSWAction,0
SW Corner,AttackSWAction,0
SW Corner,TarSWAction,0
SE Corner,WanderNEAction,0
SE Corner,AttackNEAction,358764
SE Corner,TarNEAction,0
SE Corner,WanderNWAction,19852
SE Corner,AttackNWAction,232906
SE Corner,TarNWAction,0
SE Corner,WanderSEAction,12
SE Corner,AttackSEAction,221914
SE Corner,TarSEAction,0
SE Corner,WanderSWAction,71761
SE Corner,AttackSWAction,172963
SE Corner,TarSWAction,0
<<<<<END>>>>>,15
Middle,WanderNEAction,0
Middle,AttackNEAction,0
Middle,TarNEAction,0
Middle,WanderNWAction,0
Middle,AttackNWAction,0
Middle,TarNWAction,0
Middle,WanderSEAction,0
Middle,AttackSEAction,0
Middle,TarSEAction,0
Middle,WanderSWAction,0
Middle,AttackSWAction,0
Middle,TarSWAction,0
NW Corner,WanderNEAction,38839
NW Corner,AttackNEAction,194137
NW Corner,TarNEAction,0
NW Corner,WanderNWAction,0
NW Corner,AttackNWAction,0
NW Corner,TarNWAction,0
NW Corner,WanderSEAction,38839
NW Corner,AttackSEAction,175100
NW Corner,TarSEAction,0
NW Corner,WanderSWAction,37904
NW Corner,AttackSWAction,0
NW Corner,TarSWAction,0
NE Corner,WanderNEAction,104998
NE Corner,AttackNEAction,187590
NE Corner,TarNEAction,0
NE Corner,WanderNWAction,104998
NE Corner,AttackNWAction,524940
NE Corner,TarNWAction,0
NE Corner,WanderSEAction,104998
NE Corner,AttackSEAction,254676
NE Corner,TarSEAction,0
NE Corner,WanderSWAction,0
NE Corner,AttackSWAction,647800
NE Corner,TarSWAction,0
SW Corner,WanderNEAction,16
SW Corner,AttackNEAction,0
SW Corner,TarNEAction,0
SW Corner,WanderNWAction,0
SW Corner,AttackNWAction,42795
SW Corner,TarNWAction,0
SW Corner,WanderSEAction,12
SW Corner,AttackSEAction,0
SW Corner,TarSEAction,0
SW Corner,WanderSWAction,0
SW Corner,AttackSWAction,0
SW Corner,TarSWAction,0
SE Corner,WanderNEAction,0
SE Corner,AttackNEAction,358764
SE Corner,TarNEAction,0
SE Corner,WanderNWAction,19852
SE Corner,AttackNWAction,232906
SE Corner,TarNWAction,0
SE Corner,WanderSEAction,12
SE Corner,AttackSEAction,221914
SE Corner,TarSEAction,0
SE Corner,WanderSWAction,71761
SE Corner,AttackSWAction,172963
SE Corner,TarSWAction,0
<<<<<END>>>>>,15
Middle,WanderNEAction,0
Middle,AttackNEAction,0
Middle,TarNEAction,0
Middle,WanderNWAction,0
Middle,AttackNWAction,0
Middle,TarNWAction,0
Middle,WanderSEAction,0
Middle,AttackSEAction,0
Middle,TarSEAction,0
Middle,WanderSWAction,0
Middle,AttackSWAction,0
Middle,TarSWAction,0
NW Corner,WanderNEAction,38839
NW Corner,AttackNEAction,194137
NW Corner,TarNEAction,0
NW Corner,WanderNWAction,0
NW Corner,AttackNWAction,0
NW Corner,TarNWAction,0
NW Corner,WanderSEAction,38839
NW Corner,AttackSEAction,175100
NW Corner,TarSEAction,0
NW Corner,WanderSWAction,37904
NW Corner,AttackSWAction,0
NW Corner,TarSWAction,0
NE Corner,WanderNEAction,104998
NE Corner,AttackNEAction,187590
NE Corner,TarNEAction,0
NE Corner,WanderNWAction,104998
NE Corner,AttackNWAction,168902
NE Corner,TarNWAction,0
NE Corner,WanderSEAction,104998
NE Corner,AttackSEAction,254676
NE Corner,TarSEAction,0
NE Corner,WanderSWAction,0
NE Corner,AttackSWAction,647800
NE Corner,TarSWAction,0
SW Corner,WanderNEAction,16
SW Corner,AttackNEAction,0
SW Corner,TarNEAction,0
SW Corner,WanderNWAction,0
SW Corner,AttackNWAction,42795
SW Corner,TarNWAction,0
SW Corner,WanderSEAction,12
SW Corner,AttackSEAction,0
SW Corner,TarSEAction,0
SW Corner,WanderSWAction,0
SW Corner,AttackSWAction,0
SW Corner,TarSWAction,0
SE Corner,WanderNEAction,0
SE Corner,AttackNEAction,358764
SE Corner,TarNEAction,0
SE Corner,WanderNWAction,19852
SE Corner,AttackNWAction,232906
SE Corner,TarNWAction,0
SE Corner,WanderSEAction,12
SE Corner,AttackSEAction,590520
SE Corner,TarSEAction,0
SE Corner,WanderSWAction,71761
SE Corner,AttackSWAction,172963
SE Corner,TarSWAction,0
<<<<<END>>>>>,15
Middle,WanderNEAction,6
Middle,AttackNEAction,289050
Middle,TarNEAction,0
Middle,WanderNWAction,12
Middle,AttackNWAction,0
Middle,TarNWAction,0
Middle,WanderSEAction,0
Middle,AttackSEAction,0
Middle,TarSEAction,0
Middle,WanderSWAction,0
Middle,AttackSWAction,0
Middle,TarSWAction,0
NW Corner,WanderNEAction,38839
NW Corner,AttackNEAction,194137
NW Corner,TarNEAction,0
NW Corner,WanderNWAction,0
NW Corner,AttackNWAction,0
NW Corner,TarNWAction,0
NW Corner,WanderSEAction,38839
NW Corner,AttackSEAction,175100
NW Corner,TarSEAction,0
NW Corner,WanderSWAction,37904
NW Corner,AttackSWAction,0
NW Corner,TarSWAction,0
NE Corner,WanderNEAction,104998
NE Corner,AttackNEAction,187590
NE Corner,TarNEAction,0
NE Corner,WanderNWAction,104998
NE Corner,AttackNWAction,168902
NE Corner,TarNWAction,0
NE Corner,WanderSEAction,104998
NE Corner,AttackSEAction,254676
NE Corner,TarSEAction,0
NE Corner,WanderSWAction,0
NE Corner,AttackSWAction,647800
NE Corner,TarSWAction,0
SW Corner,WanderNEAction,16
SW Corner,AttackNEAction,0
SW Corner,TarNEAction,0
SW Corner,WanderNWAction,0
SW Corner,AttackNWAction,42795
SW Corner,TarNWAction,0
SW Corner,WanderSEAction,12
SW Corner,AttackSEAction,0
SW Corner,TarSEAction,0
SW Corner,WanderSWAction,0
SW Corner,AttackSWAction,44109
SW Corner,TarSWAction,0
SE Corner,WanderNEAction,0
SE Corner,AttackNEAction,358764
SE Corner,TarNEAction,0
SE Corner,WanderNWAction,19852
SE Corner,AttackNWAction,232906
SE Corner,TarNWAction,0
SE Corner,WanderSEAction,12
SE Corner,AttackSEAction,590520
SE Corner,TarSEAction,0
SE Corner,WanderSWAction,71761
SE Corner,AttackSWAction,172963
SE Corner,TarSWAction,0
<<<<<END>>>>>,15
Middle,WanderNEAction,6
Middle,AttackNEAction,289050
Middle,TarNEAction,0
Middle,WanderNWAction,12
Middle,AttackNWAction,0
Middle,TarNWAction,0
Middle,WanderSEAction,0
Middle,AttackSEAction,138486
Middle,TarSEAction,0
Middle,WanderSWAction,57813
Middle,AttackSWAction,0
Middle,TarSWAction,0
NW Corner,WanderNEAction,38839
NW Corner,AttackNEAction,194137
NW Corner,TarNEAction,0
NW Corner,WanderNWAction,0
NW Corner,AttackNWAction,0
NW Corner,TarNWAction,0
NW Corner,WanderSEAction,38839
NW Corner,AttackSEAction,175100
NW Corner,TarSEAction,0
NW Corner,WanderSWAction,37904
NW Corner,AttackSWAction,0
NW Corner,TarSWAction,0
NE Corner,WanderNEAction,104998
NE Corner,AttackNEAction,187590
NE Corner,TarNEAction,0
NE Corner,WanderNWAction,104998
NE Corner,AttackNWAction,168902
NE Corner,TarNWAction,0
NE Corner,WanderSEAction,104998
NE Corner,AttackSEAction,254676
NE Corner,TarSEAction,0
NE Corner,WanderSWAction,0
NE Corner,AttackSWAction,647800
NE Corner,TarSWAction,0
SW Corner,WanderNEAction,16
SW Corner,AttackNEAction,0
SW Corner,TarNEAction,0
SW Corner,WanderNWAction,0
SW Corner,AttackNWAction,42795
SW Corner,TarNWAction,0
SW Corner,WanderSEAction,12
SW Corner,AttackSEAction,0
SW Corner,TarSEAction,0
SW Corner,WanderSWAction,0
SW Corner,AttackSWAction,78471
SW Corner,TarSWAction,0
SE Corner,WanderNEAction,0
SE Corner,AttackNEAction,358764
SE Corner,TarNEAction,0
SE Corner,WanderNWAction,19852
SE Corner,AttackNWAction,232906
SE Corner,TarNWAction,0
SE Corner,WanderSEAction,12
SE Corner,AttackSEAction,590520
SE Corner,TarSEAction,0
SE Corner,WanderSWAction,71761
SE Corner,AttackSWAction,172963
SE Corner,TarSWAction,0
<<<<<END>>>>>,15
Middle,WanderNEAction,6
Middle,AttackNEAction,135210
Middle,TarNEAction,0
Middle,WanderNWAction,12
Middle,AttackNWAction,0
Middle,TarNWAction,0
Middle,WanderSEAction,0
Middle,AttackSEAction,138486
Middle,TarSEAction,0
Middle,WanderSWAction,57813
Middle,AttackSWAction,0
Middle,TarSWAction,0
NW Corner,WanderNEAction,38839
NW Corner,AttackNEAction,194137
NW Corner,TarNEAction,0
NW Corner,WanderNWAction,0
NW Corner,AttackNWAction,0
NW Corner,TarNWAction,0
NW Corner,WanderSEAction,38839
NW Corner,AttackSEAction,175100
NW Corner,TarSEAction,0
NW Corner,WanderSWAction,37904
NW Corner,AttackSWAction,0
NW Corner,TarSWAction,0
NE Corner,WanderNEAction,104998
NE Corner,AttackNEAction,163860
NE Corner,TarNEAction,0
NE Corner,WanderNWAction,104998
NE Corner,AttackNWAction,168902
NE Corner,TarNWAction,0
NE Corner,WanderSEAction,129572
NE Corner,AttackSEAction,254676
NE Corner,TarSEAction,0
NE Corner,WanderSWAction,0
NE Corner,AttackSWAction,647800
NE Corner,TarSWAction,0
SW Corner,WanderNEAction,16
SW Corner,AttackNEAction,0
SW Corner,TarNEAction,0
SW Corner,WanderNWAction,0
SW Corner,AttackNWAction,42795
SW Corner,TarNWAction,0
SW Corner,WanderSEAction,12
SW Corner,AttackSEAction,0
SW Corner,TarSEAction,0
SW Corner,WanderSWAction,0
SW Corner,AttackSWAction,78471
SW Corner,TarSWAction,0
SE Corner,WanderNEAction,0
SE Corner,AttackNEAction,358764
SE Corner,TarNEAction,0
SE Corner,WanderNWAction,19852
SE Corner,AttackNWAction,232906
SE Corner,TarNWAction,0
SE Corner,WanderSEAction,12
SE Corner,AttackSEAction,590520
SE Corner,TarSEAction,0
SE Corner,WanderSWAction,71761
SE Corner,AttackSWAction,172963
SE Corner,TarSWAction,0
<<<<<END>>>>>,15
Middle,WanderNEAction,6
Middle,AttackNEAction,135210
Middle,TarNEAction,0
Middle,WanderNWAction,12
Middle,AttackNWAction,0
Middle,TarNWAction,0
Middle,WanderSEAction,0
Middle,AttackSEAction,138486
Middle,TarSEAction,0
Middle,WanderSWAction,57813
Middle,AttackSWAction,0
Middle,TarSWAction,0
NW Corner,WanderNEAction,38839
NW Corner,AttackNEAction,194137
NW Corner,TarNEAction,0
NW Corner,WanderNWAction,0
NW Corner,AttackNWAction,0
NW Corner,TarNWAction,0
NW Corner,WanderSEAction,38839
NW Corner,AttackSEAction,175100
NW Corner,TarSEAction,0
NW Corner,WanderSWAction,37904
NW Corner,AttackSWAction,0
NW Corner,TarSWAction,0
NE Corner,WanderNEAction,104998
NE Corner,AttackNEAction,163860
NE Corner,TarNEAction,0
NE Corner,WanderNWAction,104998
NE Corner,AttackNWAction,168902
NE Corner,TarNWAction,0
NE Corner,WanderSEAction,129572
NE Corner,AttackSEAction,254676
NE Corner,TarSEAction,0
NE Corner,WanderSWAction,0
NE Corner,AttackSWAction,647800
NE Corner,TarSWAction,0
SW Corner,WanderNEAction,16
SW Corner,AttackNEAction,0
SW Corner,TarNEAction,0
SW Corner,WanderNWAction,0
SW Corner,AttackNWAction,42795
SW Corner,TarNWAction,0
SW Corner,WanderSEAction,12
SW Corner,AttackSEAction,0
SW Corner,TarSEAction,0
SW Corner,WanderSWAction,0
SW Corner,AttackSWAction,132294
